cik_str,ticker,title
856984,USAQ,USA EQUITIES CORP.
1165639,CLTS,EARTH LIFE SCIENCES INC
1373690,IRCC,Indigenous Roots Corp.
1301991,SMME,"SmartMetric, Inc."
1308569,MLFB,MAJOR LEAGUE FOOTBALL INC
1414953,MOJO,"MOJO Organics, Inc."
924095,WSCC,WATERSIDE CAPITAL CORP
1605331,ABQQ,AB INTERNATIONAL GROUP CORP.
1691430,QNTA,QUANTA INC
1346655,CMGO,"CMG HOLDINGS GROUP, INC."
1568628,BQST,Bioquest Corp
1373853,NECA,NEW AMERICA ENERGY CORP.
96699,TCCO,TECHNICAL COMMUNICATIONS CORP
1342936,AVOI,"Advanced Voice Recognition Systems, Inc"
945828,AMTY,AMERITYRE CORP
730669,FCIC,FCCC INC
819926,SEII,SHARING ECONOMY INTERNATIONAL INC.
1353406,SNDD,RedHawk Holdings Corp.
1735012,IVST,"Innovest Global, Inc."
1605481,NGLD,Nevada Canyon Gold Corp.
1615999,NPTX,"NEUROPATHIX, INC."
1376231,VPRB,"VPR Brands, LP."
1415758,NVSGF,Nevada Sunrise Gold Corp
225628,PSSR,"PASSUR Aerospace, Inc."
1388994,CYDX,"CYduct Diagnostics, Inc."
1694617,ROYL,"Royale Energy, Inc."
811522,QZMRF,QUARTZ MOUNTAIN RESOURCES LTD
1094084,TKOI,TELKONET INC
1025953,NOVC,"NOVATION COMPANIES, INC."
793306,BDCO,BLUE DOLPHIN ENERGY CO
225211,TGHI,Touchpoint Group Holdings Inc.
1008653,EMAX,"Ecomax, Inc"
1565146,GULTU,Gulf Coast Ultra Deep Royalty Trust
1654672,PNPL,"PINEAPPLE, INC."
1393548,CLIS,ClickStream Corp
720762,NIMU,NON INVASIVE MONITORING SYSTEMS INC /FL/
1301838,PMPG,"Premier Product Group, Inc."
1116734,UNRG,UNITED ENERGY CORP /NV/
792935,GRST,ETHEMA HEALTH Corp
1642365,ALTB,Balincan International Inc.
1481443,TCRI,"TechCom, Inc."
884650,IMCI,INFINITE GROUP INC
1586554,CBDY,Target Group Inc.
1726317,CYNXF,Cyon Exploration Ltd.
1593184,FDIT,"FINDIT, INC."
1104280,SGBI,SANGUI BIOTECH INTERNATIONAL INC
1355790,ISCO,International Stem Cell CORP
1172178,LBSR,LIBERTY STAR URANIUM & METALS CORP.
1499275,SANP,SANTO MINING CORP.
1745846,BDREX,Broadstone Real Estate Access Fund
1518336,DREM,Dream Homes & Development Corp.
1704795,BANT,"Bantec, Inc."
863678,GCFFF,GOLDCLIFF RESOURCE CORP
1488638,AMRR,American Metals Recovery & Recycling Inc.
1128281,SKAS,"Saker Aviation Services, Inc."
1582249,RASP,Rasna Therapeutics Inc.
1648903,FIFG,"First Foods Group, Inc."
1474835,IPCIF,Intellipharmaceutics International Inc.
1723047,VAUCF,Viva Gold Corp.
1680689,BXXY,Boxxy Inc.
1574910,RIII,"RENAVOTIO, INC."
1465311,ZICX,Zicix Corp
1611852,RAHGF,"Roan Holdings Group Co., Ltd."
1652499,CNTTQ,CannTrust Holdings Inc.
1323838,DXIEF,DXI Energy Inc.
1388319,USRM,"U.S. Stem Cell, Inc."
858043,CMDRF,COMMANDER RESOURCES LTD
1473490,WSCO,"Wall Street Media Co, Inc."
1500620,BGAVF,Bravada Gold Corp
1138724,GAHC,"Global Arena Holding, Inc."
1506929,VRDR,"VERDE RESOURCES, INC."
1745078,VYND,"Vynleads, Inc."
1276531,SCGY,"SCIENTIFIC ENERGY, INC"
1443089,WHSI,"WEARABLE HEALTH SOLUTIONS, INC."
1653876,MMNT,MOMENTOUS HOLDINGS CORP.
1609258,PTCO,PetroGas Co
1555972,STCC,STERLING CONSOLIDATED Corp
1557798,CIIT,"Tianci International, Inc."
1401835,SRGZ,Star Gold Corp.
1492617,PGLO,"PAN GLOBAL, CORP."
1402371,ELRA,"ELRAY RESOURCES, INC."
892832,SDON,SANDSTON CORP
1306035,YUSG,YUS INTERNATIONAL GROUP Ltd
1961,WDDD,WORLDS INC
812306,PCYN,PROCYON CORP
1058330,ROAG,"Rogue One, Inc."
1317833,SIGN,"SIGNET INTERNATIONAL HOLDINGS, INC."
1658880,BRMT,BARE METAL STANDARD INC.
1319643,LSMG,Lode-Star Mining Inc.
1669400,VFRM,"Veritas Farms, Inc."
930245,AASP,GLOBAL ACQUISITIONS Corp
1535079,MCCX,MCX Technologies Corp
1317839,UMHL,Umatrin Holding Ltd
1445175,LTGJ,"Xiamen Lutong International Travel Agency Co., Ltd."
1471781,GTCH,GBT Technologies Inc.
1407704,BOTY,"LINGERIE FIGHTING CHAMPIONSHIPS, INC."
1365357,ZZLL,"ZZLL INFORMATION TECHNOLOGY, INC"
1117228,MMMW,MASS MEGAWATTS WIND POWER INC
1424768,VYCO,VYCOR MEDICAL INC
1494413,TWOH,Two Hands Corp
8328,AMNL,"Applied Minerals, Inc."
1525306,FSTJ,First America Resources Corp
724445,BZYR,BURZYNSKI RESEARCH INSTITUTE INC
1589361,FRTM,Fortium Holdings Corp.
1556801,JRVS,iMine Corp
1089297,NVGT,NOVAGANT CORP
1162283,MGHL,MORGAN GROUP HOLDING CO
1409999,BBBT,"Black Bird Biotech, Inc."
1474558,KATX,"KAT EXPLORATION, INC."
1676163,AVMR,"AVRA Medical Robotics, Inc."
1284450,CHGI,"China Carbon Graphite Group, Inc."
1444839,BRVO,Bravo Multinational Inc.
1318268,MDEX,Madison Technologies Inc.
764630,USBL,UNITED STATES BASKETBALL LEAGUE INC
1128353,ETCK,ENERTECK CORP
1516887,WCUI,"Wellness Center USA, Inc."
1543637,NUMD,"Nu-Med Plus, Inc."
1375793,GTXO,GTX CORP
1002771,IGPK,"Integrated Cannabis Solutions, Inc."
820771,GFMH,Goliath Film & Media Holdings
1398488,STSN,"Stemsation International, Inc."
1473086,OXBC,Oxford Bank Corp
1442101,ZYJT,Zhong Ya International Ltd
1502966,DIGP,"Digipath, Inc."
1456802,CCOB,Century Cobalt Corp.
1715819,EMED,"Electromedical Technologies, Inc"
1616156,WEWA,"WEWARDS, INC."
1561880,LEAI,"Legacy Education Alliance, Inc."
1714024,VTLR,VirtualArmour International Inc.
1559172,DPWW,"DIEGO PELLICER WORLDWIDE, INC"
1459188,FDOC,"FUEL DOCTOR HOLDINGS, INC."
1512886,NTRR,NEUTRA CORP.
1433551,SGLA,Sino Green Land Corp.
1161582,PHOT,"GROWLIFE, INC."
852747,CPPXF,CONTINENTAL ENERGY CORP
1855621,PRPS,"Propellus, Inc."
1362703,OBMP,"THERALINK TECHNOLOGIES, INC."
1695473,GCAN,"Greater Cannabis Company, Inc."
1404935,THCT,"THC Therapeutics, Inc."
1346917,GNTOF,GENTOR RESOURCES INC.
1261002,GNOLF,GENOIL INC
1553264,APSI,AQUA POWER SYSTEMS INC.
1445467,AVPMF,AVRUPA MINERALS LTD.
1066764,SPIN,"Spine Injury Solutions, Inc"
1627480,PVNNF,"PV Nano Cell, Ltd."
1464192,LGMH,"Light Media Holdings, Inc."
1399855,NAUH,"National American University Holdings, Inc."
1531266,ELIO,"Elio Motors, Inc."
1483646,BEGI,"BLACKSTAR ENTERPRISE GROUP, INC."
1582919,FTWS,Flitways Technology Inc.
1761540,SRUS,STRATUS CAPITAL CORP
894560,BOTH,BIOETHICS LTD
1635136,DUUO,DUO WORLD INC
1089815,USNU,"U.S. NeuroSurgical Holdings, Inc."
1579010,LFER,"Life On Earth, Inc."
1612851,PLYN,"Palayan Resources, Inc."
1510247,LFAP,"LGBTQ Loyalty Holdings, Inc."
6494,ANDR,ANDREA ELECTRONICS CORP
1409446,NHMD,Nate's Food Co.
1103640,OMPS,"OMPHALOS, CORP"
1637866,DGWR,"Deep Green Waste & Recycling, Inc."
1832761,CRFTF,BC Craft Supply Co. Ltd.
1386049,BYOC,"Beyond Commerce, Inc."
1490054,VBHI,"VERDE BIO HOLDINGS, INC."
1100779,MLMN,"Millennium Prime, Inc."
1405663,IMAHF,I-Minerals Inc
1439264,BONZ,Bonanza Goldfields Corp.
1616788,LGYV,LEGACY VENTURES INTERNATIONAL INC.
1424812,AMBS,"Amarantus Bioscience Holdings, Inc."
1411165,TLGN,Ever Harvest International Group Inc.
1463459,EMGE,Emergent Health Corp.
1530746,KAYS,"Kaya Holdings, Inc."
1208261,IMNPQ,IMMUNE PHARMACEUTICALS INC
725929,BTDG,"B2Digital, Inc."
1872292,RAKR,Rainmaker Worldwide Inc.
1445109,CCTC,Clean Coal Technologies Inc.
1088638,MMND,"MASTERMIND, INC."
1622408,FRFR,Fritzy Tech Inc.
1624517,ARSN,Yuenglings Ice Cream Corp
1572384,PRCX,Phoenix Rising Companies
1286459,AFOM,ALL FOR ONE MEDIA CORP.
1438901,FLES,"4Less Group, Inc."
1096768,NUGL,"NUGL, INC."
1599117,MNTR,"Mentor Capital, Inc."
931059,RNVA,"Rennova Health, Inc."
51011,ITDN,INTERDYNE CO
1412659,RGIN,"Regenicin, Inc."
1342792,WWSG,WORLDWIDE STRATEGIES INC
1372184,NWYU,"New You, Inc."
1394638,CLCN,CREATIVE LEARNING Corp
1342219,KRBF,"Kreido Biofuels, Inc."
1509786,GKIN,Guskin Gold Corp.
1099814,SVSN,STEREO VISION ENTERTAINMENT INC
1142801,AMSU,AMANASU ENVIRONMENT CORP
1528188,GOFF,"GOFF, CORP"
1350156,PAXH,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.
934543,ACMC,AMERICAN CHURCH MORTGAGE CO
896747,ABMC,AMERICAN BIO MEDICA CORP
849636,RSPI,RespireRx Pharmaceuticals Inc.
352991,AOXY,ADVANCED OXYGEN TECHNOLOGIES INC
1803977,BLAB,"BIO LAB NATURALS, INC."
773318,VRTC,VERITEC INC
737207,ATRX,"Adhera Therapeutics, Inc."
1485074,FRZT,"Freeze Tag, Inc."
752294,ELST,ELECTRONIC SYSTEMS TECHNOLOGY INC
827099,CPWR,Ocean Thermal Energy Corp
894556,GEVI,"General Enterprise Ventures, Inc."
1749849,OGAA,Organic Agricultural Co Ltd
1624985,XNDA,Tribal Rides International Corp.
1113313,AVNI,ARVANA INC
1404804,OMTK,Omnitek Engineering Corp
1290658,ITOX,"IIOT-OXYS, Inc."
1558465,PGAS,"PETROGRESS, INC"
1422669,VRSCF,VALTERRA RESOURCE CORP
1631463,BRLL,Barrel Energy Inc.
1085277,SKVI,"SKINVISIBLE, INC."
1532158,REBL,"Rebel Group, Inc."
1569329,YGYI,"Youngevity International, Inc."
1144879,APLD,"Applied Blockchain, Inc."
894501,GRHI,"GOLD ROCK HOLDINGS, INC."
1407878,DLOC,"Digital Locations, Inc."
1716324,RGMP,Regnum Corp.
1431074,BRGO,"Bergio International, Inc."
1379043,DKMR,"XTREME FIGHTING CHAMPIONSHIPS, INC."
775057,ALTX,ALTEX INDUSTRIES INC
1164256,DBRM,"DAYBREAK OIL & GAS, INC."
1750777,HWKE,"Hawkeye Systems, Inc."
797542,VBIX,Viewbix Inc.
1122742,FERL,"FEARLESS FILMS, INC."
852447,TPII,"Triad Pro Innovators, Inc."
1422296,SHNL,"Shentang International, Inc."
928953,PRLE,PILLARSTONE CAPITAL REIT
1671132,NUVG,Nuvus Gro Corp
1607549,APPB,Applied BioSciences Corp.
841533,SRMX,"SADDLE RANCH MEDIA, INC."
1355677,MXSG,Mexus Gold US
1527675,AITA,WUNONG ASIA PACIFIC Co Ltd
1421907,TDNT,Trident Brands Inc
1607450,ABVN,"ABV CONSULTING, INC."
895287,VMHG,VICTORY MARINE HOLDINGS CORP
1171008,ADMG,ADAMANT DRI PROCESSING & MINERALS GROUP
882800,PACV,"Pacific Ventures Group, Inc."
946822,ALYE,"Aly Energy Services, Inc."
1125699,DLYT,DAIS Corp
1416090,IMII,INCEPTION MINING INC.
1731911,SKLV,SKYE LIFE VENTURES LTD.
1653606,EHVVF,"Ehave, Inc."
1813603,HSTA,Hestia Insight Inc.
847942,STQN,STRATEGIC ACQUISITIONS INC /NV/
1614466,DLCR,Kibush Capital Corp
1437476,GSFI,Green Stream Holdings Inc.
1624140,JMKJ,Nine Alliance Science & Technology Group
1530163,SAML,"Samsara Luggage, Inc."
1287900,TRXO,"T-REX OIL, INC."
1230524,CYAP,Cyber Apps World
837342,CORG,CORDIA CORP
1482075,COIL,"Citadel Exploration, Inc."
1680132,CSUI,CANNABIS SUISSE CORP.
1168663,ANSU,AMANASU TECHNO HOLDINGS CORP
1381871,CZNI,"Cruzani, Inc."
1609988,FLCX,flooidCX Corp.
711477,KIRY,KIEWIT ROYALTY TRUST
1488501,MSPC,"METROSPACES, INC."
1528172,ENDV,"ENDONOVO THERAPEUTICS, INC."
1703625,BLIS,"Treasure & Shipwreck Recovery, Inc."
1530874,CHNO,CLASSWORX INC
1017110,GTHR,GENETHERA INC
1321828,DCLT,Data Call Technologies
1263364,GTVI,Joway Health Industries Group Inc
862668,ESMC,ESCALON MEDICAL CORP
1098462,MTLK,METALINK LTD
1431880,PTAM,"POTASH AMERICA, INC."
1131903,FCCN,SPECTRAL CAPITAL Corp
1310067,SHLDQ,SEARS HOLDINGS CORP
1617431,POYN,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd."
1871181,QLIS,"Qualis Innovations, Inc."
1538495,ETST,"Earth Science Tech, Inc."
1493526,PRTT,PROTECT PHARMACEUTICAL Corp
716688,MFCO,MICROWAVE FILTER CO INC /NY/
820608,QTXB,QUANTRX BIOMEDICAL CORP
1133798,TXHG,"TX Holdings, Inc."
1081938,CPMD,"CANNAPHARMARX, INC."
1572840,SBES,"South Beach Spirits, Inc."
1091596,AURX,"Nuo Therapeutics, Inc."
1310527,QPWR,"QSAM Biosciences, Inc."
1790368,ZYQG,ZYQC Group Holding Ltd
1383394,TEGY,TRANSACT ENERGY CORP
1108046,AFPW,AlumiFuel Power Corp
1635748,ZPAS,"Zoompass Holdings, Inc."
1760026,MSSV,"MESO NUMISMATICS, INC."
1592603,GWSN,"Gulf West Security Network, Inc."
1500305,SPGX,Sustainable Projects Group Inc.
1575345,BLGI,"BLGI, INC."
1552979,NHLE,"Nhale, Inc."
1530425,ARRT,"Artisan Consumer Goods, Inc."
1522787,CYBF,"Cyberfort Software, Inc."
1811999,FMHS,"FARMHOUSE, INC. /NV"
1563536,EQUR,E-Qure Corp.
1524872,TNRG,Thunder Energies Corp
885074,AGHC,Aeon Global Health Corp.
1537169,AVLP,"AVALANCHE INTERNATIONAL, CORP."
1559356,IMUN,"Immune Therapeutics, Inc."
1065734,TMLL,NEXPLORE Corp
1414043,FDBL,"Friendable, Inc."
860131,WAYS,Wave Sync Corp.
1727535,GDET,"GD Entertainment & Technology, Inc."
1517389,JFIL,"Jubilant Flame International, Ltd"
1157817,SITOQ,"SITO MOBILE, LTD."
1434601,TMGI,"Marquie Group, Inc."
1487718,BOXS,"BOXSCORE BRANDS, INC."
726293,NBGV,"NewBridge Global Ventures, Inc."
1011060,ASNB,EKIMAS Corp
1581220,XALL,Xalles Holdings Inc.
1552164,AVRN,AVRA INC.
1413488,CBGL,"CANNABIS GLOBAL, INC."
1295514,MDWK,"MDwerks, Inc."
789318,OBCN,CLANCY SYSTEMS INTERNATIONAL INC /CO/
1797956,RCMW,"RCMW Group, Inc."
1410708,NUVI,Emo Capital Corp.
1068618,GVSI,"Good Vibrations Shoes, Inc."
1551906,WCVC,WEST COAST VENTURES GROUP CORP.
1043894,EVTN,"ENVIRO TECHNOLOGIES U.S., INC."
1145898,CWNOF,CHINESEWORLDNET COM INC
797564,HSTC,"HST Global, Inc."
1124160,ZIMCF,ZIM CORP
1629205,GMVP,"GridIron BioNutrients, Inc."
1552448,ANFIF,Amira Nature Foods Ltd.
1575142,BDPT,"BIOADAPTIVES, INC."
918545,BISA,BALTIC INTERNATIONAL USA INC
1697935,MAPT,"MAPTELLIGENT, INC."
1082027,NEIK,NORTHSTAR ELECTRONICS INC
1422768,HLWD,Almost Never Films Inc.
1227282,SPOWF,Strata Power Corp
1074663,QTGI,QUARK TECHNOLOGY GLOBAL INC.
1304741,CNGT,Cannagistics Inc.
1736865,DVLP,"Golden Developing Solutions, Inc."
1456787,DGJI,DRAGON JADE INTERNATIONAL LTD
1368637,BBLS,Petrolia Energy Corp
318299,SRCO,"SPARTA COMMERCIAL SERVICES, INC."
1270200,VSPC,VIASPACE Inc.
1709563,YGTYF,SSLJ. COM Ltd
1417370,YUANF,FINCERA INC.
1339205,RKOS,Arkose Energy Corp.
768216,LOGQ,"Logicquest Technology, Inc."
1440280,XTRM,"EXTREME BIODIESEL, INC."
1300938,ABCE,"ABCO Energy, Inc."
55234,KENS,KENILWORTH SYSTEMS CORP
1587476,PSWW,"Principal Solar, Inc."
889608,HRBK,HARBOR BANKSHARES CORP
731245,PDNLA,PRESIDENTIAL REALTY CORP/DE/
1302946,TURV,TWO RIVERS WATER & FARMING Co
1432290,AWON,"A1 Group, Inc."
1670869,RMHB,"Rocky Mountain High Brands, Inc."
1231339,ASRE,"Astra Energy, Inc."
1652866,ABILF,Ability Inc.
1575420,BIIO,Bionovate Technologies Corp.
1163612,PVEG,PACIFIC VEGAS GLOBAL STRATEGIES INC
1075857,VSYM,VIEW SYSTEMS INC
32567,MTWD,EMERGE HEALTH INTERNATIONAL INC
1493212,PLSI,Phoenix Life Sciences International Limited.
1077319,SLCH,"Spotlight Capital Holdings, Inc"
1277575,SCGX,SAXON CAPITAL GROUP INC
1126162,PURT,Purthanol Resources Ltd
1300781,ENMI,"DH ENCHANTMENT, INC."
1278465,EUENF,EURASIA ENERGY LTD
831489,SCRH,SCORES HOLDING CO INC
1300867,ONCI,ON4 COMMUNICATIONS INC.
1533357,DTII,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.
894552,EMDF,"E Med Future, Inc."
1746563,POTN,"PotNetwork Holdings, Inc."
813716,CIRX,CIRTRAN CORP
1561686,SSET,"STARSTREAM ENTERTAINMENT, INC."
925661,SECI,"SECTOR 10, Inc."
1334740,UITA,"Utilicraft Aerospace Industries, Inc."
1863976,AQUI,Aquarius I Acquisition Corp.
843212,AEGG,AMERICAN ENERGY GROUP LTD
1159275,KWBT,KIWA BIO-TECH PRODUCTS GROUP CORP
1884164,KWIK,"KwikClick, Inc."
1456453,WTKN,CLStv Corp.
1402453,HHER,Her Imports
1533427,PZOO,"Pazoo, Inc."
1030916,PRHL,PREMIER HOLDING CORP.
1169138,GBUX,"GIVBUX, INC."
1428389,BLXX,"Blox, Inc."
1112985,CANX,CannAwake Corp
1659559,RZZN,Jialijia Group Corp Ltd
1555214,WLYW,"Wally World Media, Inc"
1445815,BIXT,"BIOXYTRAN, INC"
1040792,HMNY,Helios & Matheson Analytics Inc.
1627611,RETC,12 Retech Corp
811868,ECDD,"ECRID, INC"
1492091,ASCK,AUSCRETE Corp
1316317,CNTFY,China Techfaith Wireless Communication Technology LTD
1267612,GZCC,GUOZI ZHONGYU CAPITAL HOLDINGS
81157,PGAI,PGI INC
1423325,ICNN,"Incoming, Inc."
1430523,VRUS,"VERUS INTERNATIONAL, INC."
1267919,SDVI,SIGNATURE DEVICES INC
1343460,MBLV,MobiVentures Inc.
1331275,XCPL,XCPCNL Business Services Corp
1286648,GZIC,GZ6G Technologies Corp.
1510524,GYST,"GRAYSTONE COMPANY, INC."
1569568,LRDG,Lord Global Corp
1128725,ICLD,"INTERCLOUD SYSTEMS, INC."
1496690,BCRD,"BlueOne Card, Inc."
1104265,GRSO,"GROW SOLUTIONS HOLDINGS, INC."
747435,AHIX,"ALUF HOLDINGS, INC."
1329944,NDTP,MISTRAL VENTURES INC
1427644,QBAN,"TELCO CUBA, INC.."
1335288,REOS,ReoStar Energy CORP
1517681,PPCB,"Propanc Biopharma, Inc."
1178377,EMRN,EMARINE GLOBAL INC.
1822529,TQLB,"Torque Lifestyle Brands, Inc."
908256,CSHEF,CHINA ENTERPRISES LTD
869495,DWOG,DEEP WELL OIL & GAS INC
1478682,EMPM,"Empire Post Media, Inc."
1507181,MYHI,Mountain High Acquisitions Corp.
1449447,ETNI,"ENTEST GROUP, INC."
1106848,EFIR,"EGPI FIRECREEK, INC."
1060888,LQWC,LIFEQUEST WORLD CORP.
811222,CDIX,Cardiff Lexington Corp
1689490,NTPY,NetPay International Inc
1479000,OTTV,Viva Entertainment Group Inc.
1615942,OLMM,ONELIFE TECHNOLOGIES CORP
1472468,XTEG,"XT Energy Group, Inc."
1370804,MEDD,MEDICAL IMAGING CORP.
831355,LKAI,LKA GOLD Inc /DE/
1076784,DBUB,"DBUB GROUP, INC"
1086303,HYBT,Heyu Biological Technology Corp
1524829,GLBD,Global Seed Corp
1381435,GIGL,"Giggles N' Hugs, Inc."
1498372,IWAL,iWallet Corp
1431934,OWCP,OWC Pharmaceutical Research Corp.
1349437,TWER,TOWERSTREAM CORP
1375618,AMAZ,"Amazing Energy Oil & Gas, Co."
1384939,BNCM,"BOUNCE MOBILE SYSTEMS, INC."
726037,WGEI,"WINDGEN ENERGY, INC."
772263,NICH,NITCHES INC
1083706,EXNT,ENXNET INC
1602929,HMPQ,"HempAmericana, Inc."
1520528,REAC,"REAC GROUP, INC."
1011901,WEBB,"Web Blockchain Media, Inc."
1054274,ADYX,"Adynxx, Inc."
1503161,NGRP,NGEN TECHNOLOGIES HOLDINGS CORP.
927454,ADSV,"Allied Security Innovations, Inc."
1495028,BSSP,"BASELINE PRODUCTIONS, INC."
1089061,FIND,FINDEX COM INC
1100644,VLDI,VALIDIAN CORP
1409624,HMLA,"HIMALAYA TECHNOLOGIES, INC"
1084133,RLBD,"Real Brands, Inc."
1355559,CXUS,"Celexus, Inc"
1102358,HCGS,"HighCom Global Security, Inc."
1405660,AIKO,Alternative Investment Corp
1043156,STRZ,STAR BUFFET INC
1368761,STSC,"Start Scientific, Inc."
1578523,IMGL,"Image International Group, Inc."
1353487,TRNX,"BBHC, INC."
1373467,VTXB,Vortex Brands Co.
1144169,ECOX,"ECO INNOVATION GROUP, INC."
932265,FTEG,Integrity Health Corp
1641751,VTNL,BrewBilt Manufacturing Inc.
1382112,GMEV,"GME INNOTAINMENT, INC."
1571636,OPVS,NanoFlex Power Corp
1331612,IMTH,"INNOVATIVE MEDTECH, INC."
1464623,NTCXF,Natcore Technology Inc.
1384365,RDAR,"RAADR, INC."
1514443,HRAA,"HEALTH REVENUE ASSURANCE HOLDINGS, INC."
745543,PBAJ,"PETRO USA, INC."
1095130,IOTC,"IOTA COMMUNICATIONS, INC."
1098343,TVOG,TURNER VALLEY OIL & GAS INC
790179,PGEC,PRESTIGE CAPITAL CORP
1093636,ATYG,"Atlas Technology Group, Inc."
1484703,SFIO,"Smokefree Innotec, Inc."
1407573,PHBR,PhoneBrasil International Inc
1875746,XRXH,"Entertainment Holdings, Inc./OK"
1212787,BMMCF,KBRIDGE ENERGY CORP.
1568875,ZNRG,"Znergy, Inc."
1715688,AEPT,"American Energy Partners, Inc."
1518171,JADG,"Jade Global Holdings, Inc."
1388410,PRLX,"PARALLAX HEALTH SCIENCES, INC."
1014111,GLAE,"GlassBridge Enterprises, Inc."
1486452,MASN,Clikia Corp.
1539551,SFHI,"SPORTS FIELD HOLDINGS, INC."
1368275,WESC,W&E Source Corp.
1765826,BZRD,"Blubuzzard, Inc."
1108891,LTSC,LIGHTSCAPE TECHNOLOGIES INC.
1040850,AGTK,"AGRITEK HOLDINGS, INC."
1049011,KDCE,KID CASTLE EDUCATIONAL CORP
1603494,LOGX,"PeerLogix, Inc."
22872,CHCR,"Advanzeon Solutions, Inc."
1076310,INFX,INFINEX VENTURES INC
1636509,VCBDQ,"Vitalibis, Inc."
1776073,CBDL,CBD Life Sciences Inc.
1435163,CTDT,"CENTAURUS DIAMOND TECHNOLOGIES, INC."
1451433,NNRX,"NUTRANOMICS, INC."
1823635,ECXJ,"CXJ GROUP CO., Ltd"
1469207,SMRN,"Smartag International, Inc."
1412347,WMLPQ,"Westmoreland Resource Partners, LP"
1756704,SIRC,SOLAR INTEGRATED ROOFING CORP.
1603961,MDFZF,Medifocus Inc.
1419995,DNAX,DNA BRANDS INC
1281774,CLUBQ,TOWN SPORTS INTERNATIONAL HOLDINGS INC
1660839,PXPP,Phoenix Apps Inc.
1073489,CXCQ,CARDXX INC
1647705,GBBT,"Global Boatworks Holdings, Inc."
1334589,PLYZ,Plyzer Technologies Inc.
1403676,GLTC,"GelTech Solutions, Inc."
1628104,XSPT,"XSport Global, Inc."
1500242,UBIA,UBI Blockchain Internet LTD-DE
1522704,MFST,"Medifirst Solutions, Inc."
1685570,NANN,"Nanovation Microtech, Inc."
1523526,SIRR,Sierra Income Corp
704366,WODI,"WOD Retail Solutions, Inc."
1391426,CLNV,Clean Vision Corp
1143238,DSOX,Triton Emission Solutions Inc.
1436161,CNABQ,United Cannabis Corp
1450307,COUV,CORPORATE UNIVERSE INC
790273,CONC,CONECTISYS CORP
1486299,BIQIF,BIQI INTERNATIONAL HOLDINGS CORP
883943,CBKCQ,CHRISTOPHER & BANKS CORP
1557668,BEAG,BLUE EAGLE LITHIUM INC.
1477472,AHFD,"Active Health Foods, Inc."
1582341,MYDX,"MyDx, Inc."
1459482,CIIX,"Chineseinvestors.com, Inc."
1001463,ACCA,"Acacia Diversified Holdings, Inc."
1223533,FRLI,"Frelii, Inc."
772320,CRXM,"Gene Biotherapeutics, Inc."
1537258,ABWN,AIRBORNE WIRELESS NETWORK
1664038,HPMM,"Hemp Naturals, Inc."
1490873,ESSI,"ECO SCIENCE SOLUTIONS, INC."
836564,PTSC,Mosaic ImmunoEngineering Inc.
1550053,GPIW,"Grand Perfecta, Inc."
1023298,ALPE,alpha-En Corp
1563855,SPHS,SOPHIRIS BIO INC.
1485922,PACQF,PRIME ACQUISITION CORP
1532926,MNIZ,Gen 2 Technologies Inc.
1490366,BORNY,CHINA NEW BORUN Corp
1562201,BPOL,"BLACKPOLL FLEET INTERNATIONAL, INC."
1045707,MDIN,MED GEN INC
1494162,KPAY,KinerjaPay Corp.
1284452,MNVN,"MONDIAL VENTURES, INC."
723733,MUSS,"MULTI SOLUTIONS II, INC"
1406588,MNGG,"Mining Global, Inc."
1613895,BMXC,"Bemax, Inc."
896985,DESTQ,Destination Maternity Corp
944696,CPFH,"Capital Financial Holdings, Inc"
1089531,KGJI,"KINGOLD JEWELRY, INC."
1527844,GBPT,"Globe Photos, Inc."
1555995,DEVV,"BIOSCIENCE NEUTRACEUTICALS, INC."
1591157,GTEH,"GENTECH HOLDINGS, INC."
1567771,BDGY,BRIDGEWAY NATIONAL CORP.
1423579,LEGX,"LegacyXChange, Inc."
869531,ADGO,Advantego Corp
831378,LVPA,LVPAI GROUP Ltd
1752108,RBZHF,Reebonz Holding Ltd
1702541,RIVX,RIVEX TECHNOLOGY CORP.
931799,GLYE,"GlyEco, Inc."
1375063,SYNE,SYNTHESIS ENERGY SYSTEMS INC
1691906,AGGG,"ANTILIA GROUP, CORP."
1757067,PAPA,"W O Group, Inc."
1091418,NBDR,"No Borders, Inc."
1403674,POTG,Portage Resources Inc.
1397795,BRRN,"Born, Inc."
1441769,DIRV,DIRECTVIEW HOLDINGS INC
1750384,SOLI,"CareClix Holdings, Inc."
1496818,STTH,"STEALTH TECHNOLOGIES, INC."
1527355,KRED,KonaRed Corp
1425565,RGSEQ,"Real Goods Solar, Inc."
1473654,LVBX,"LevelBlox, Inc."
1456212,BRTI,"BlackRidge Technology International, Inc."
1411036,CLTH,"CleanTech Biofuels, Inc."
1381240,GSRX,GSRX INDUSTRIES INC.
1713909,WTNW,"Water Now, Inc."
1651958,EOSS,EOS INC.
1063197,CRGS,"CurAegis Technologies, Inc."
1239188,GSIH,GENERAL STEEL HOLDINGS INC
1083848,CCRE,CAN CAL RESOURCES LTD
1498122,ARST,Arista Financial Corp.
1368620,CNNA,Cann American Corp.
1883389,BEES,JJY Holding Group
